tokenID,name,description,file_name,external_url,attributes[Background],attributes[Base],attributes[Cloth],attributes[Face],attributes[Hair],attributes[Mouth],attributes[Tattoo],attributes[Facemask]
68,ZENK 68,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-68.png,,Midnight black,Earth vessel ,Sage Tee,Sharp eyes 2,Curly Afro – Auburn,Bear Mouth Mask,,
69,ZENK 69,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-69.png,,Zen rift,Earth vessel ,Snow petals kimono,Forest eyes,Brick grey cap,Calm,,
70,ZENK 70,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-70.png,,Solar zen,Demon vessel,Duality Tee,Sharp eyes,Top Knot Flow – Neon Pink,Neutral 2,Red tattoo ,
71,ZENK 71,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-71.png,,Forest zen,Zen vessel,Emerald suit ,Red eyes,Messy Flow – shadow black,Blue Bubble Gum ,,
72,ZENK 72,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-72.png,,Golden calm,Earth vessel ,Duality Tee,Closed eyes 3,Short Fringe – White,Fangs out,,
73,ZENK 73,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-73.png,,Silent mist,Tan vessel ,Shadow hanfu,Sharp eyes 3,Messy Flow – Blonde,Neutral 3,Web tattoo,
74,ZENK 74,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-74.png,,Temple sand,Earth vessel ,Zen suit,Focused Ocean eyes,Zen Beanie - Gold Splatter,Pink bubble Gum,,
75,ZENK 75,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-75.png,,Sakura pink,Earth vessel ,Dark blue kimono,Sharp eyes 2,Green cap,Pink bubble Gum,,
76,ZENK 76,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-76.png,,Temple sand,Tan vessel ,Chaos hoodie ,Closed eyes 3,Messy Flow – Blonde,Smiling,,
77,ZENK 77,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-77.png,,Abyss night ,Bronze vessel ,Void turtleneck,Forest eyes,Messy Flow – Blonde,Smoking,,
78,ZENK 78,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-78.png,,Golden calm,Tan vessel ,Zen track jacket,Forest eyes,Top Knot Flow – Neon Violet,Neutral,,
79,ZENK 79,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-79.png,,Solar zen,Zen vessel,Forest tank,Sharp eyes 2,Top Knot Flow – Silver Ash,Neutral 3,,
80,ZENK 80,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-80.png,,Iron balance ,Dual vessel ,Azure bomber,Angry red eyes,Shadow cross Fringe ,Fangs out,,
81,ZENK 81,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-81.png,,Zen rift,Zen vessel,Rose suit,Closed eyes 2,Ocean fade,Smoking,,
82,ZENK 82,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-82.png,,Deep blue,Cosmic vessel ,Jade hanfu,Determined eyes,Ocean fade,Wide Evil Smirk,,
